"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HC","AC"
"320",2015-08-22,"Hannover","Leverkusen","0","1","A",6,11,3,4,3,8
"321",2015-08-22,"Hoffenheim","Bayern Munich","1","2","A",2,5,1,2,1,2
"322",2015-08-22,"Schalke 04","Darmstadt","1","1","D",21,9,5,3,6,6
"323",2015-08-23,"Ingolstadt","Dortmund","0","4","A",3,18,2,8,1,4
"324",2015-08-23,"M'gladbach","Mainz","1","2","A",15,13,6,4,3,0
"325",2015-08-28,"Wolfsburg","Schalke 04","3","0","H",9,12,5,1,2,3
"326",2015-08-29,"Augsburg","Ingolstadt","0","1","A",10,16,2,3,3,4
"327",2015-08-29,"Bayern Munich","Leverkusen","3","0","H",14,10,6,4,7,5
"328",2015-08-29,"Darmstadt","Hoffenheim","0","0","D",5,15,1,2,4,6
"329",2015-08-29,"FC Koln","Hamburg","2","1","H",6,17,3,7,3,8
"330",2015-08-29,"Mainz","Hannover","3","0","H",18,11,6,4,8,5
"331",2015-08-29,"Stuttgart","Ein Frankfurt","1","4","A",15,6,4,4,6,1
"332",2015-08-30,"Dortmund","Hertha","3","1","H",15,4,6,4,5,1
"333",2015-08-30,"Werder Bremen","M'gladbach","2","1","H",22,9,6,5,5,6
"334",2015-09-11,"M'gladbach","Hamburg","0","3","A",13,10,2,4,5,2
"335",2015-09-12,"Bayern Munich","Augsburg","2","1","H",27,4,10,1,9,0
"336",2015-09-12,"Ein Frankfurt","FC Koln","6","2","H",18,13,11,7,5,2
"337",2015-09-12,"Hannover","Dortmund","2","4","A",5,17,3,6,2,4
"338",2015-09-12,"Hertha","Stuttgart","2","1","H",9,11,4,3,5,7
"339",2015-09-12,"Ingolstadt","Wolfsburg","0","0","D",5,17,1,3,2,5
"340",2015-09-12,"Leverkusen","Darmstadt","0","1","A",16,5,4,3,10,4
"341",2015-09-13,"Hoffenheim","Werder Bremen","1","3","A",10,16,5,6,7,3
"342",2015-09-13,"Schalke 04","Mainz","2","1","H",24,15,7,4,5,7
"343",2015-09-18,"Mainz","Hoffenheim","3","1","H",12,13,4,4,6,8
"344",2015-09-19,"Darmstadt","Bayern Munich","0","3","A",5,18,2,6,1,5
"345",2015-09-19,"FC Koln","M'gladbach","1","0","H",11,9,5,2,2,2
"346",2015-09-19,"Hamburg","Ein Frankfurt","0","0","D",11,7,2,4,5,11
"347",2015-09-19,"Werder Bremen","Ingolstadt","0","1","A",13,13,4,4,8,5
"348",2015-09-19,"Wolfsburg","Hertha","2","0","H",14,9,4,4,7,5
"349",2015-09-20,"Augsburg","Hannover","2","0","H",17,16,8,2,6,6
"350",2015-09-20,"Dortmund","Leverkusen","3","0","H",22,8,10,3,3,1
"351",2015-09-20,"Stuttgart","Schalke 04","0","1","A",26,10,9,6,6,5
"352",2015-09-22,"Bayern Munich","Wolfsburg","5","1","H",17,7,12,2,5,1
"353",2015-09-22,"Darmstadt","Werder Bremen","2","1","H",9,12,3,4,5,1
"354",2015-09-22,"Hertha","FC Koln","2","0","H",17,13,8,7,6,1
"355",2015-09-22,"Ingolstadt","Hamburg","0","1","A",12,8,1,3,8,5
"356",2015-09-23,"Hannover","Stuttgart","1","3","A",8,19,3,12,3,7
"357",2015-09-23,"Hoffenheim","Dortmund","1","1","D",10,14,5,4,5,4
"358",2015-09-23,"Leverkusen","Mainz","1","0","H",20,3,6,2,11,3
"359",2015-09-23,"M'gladbach","Augsburg","4","2","H",21,13,12,4,6,2
"360",2015-09-23,"Schalke 04","Ein Frankfurt","2","0","H",13,18,7,6,5,7
"361",2015-09-25,"FC Koln","Ingolstadt","1","1","D",15,16,4,5,8,4
"362",2015-09-26,"Augsburg","Hoffenheim","1","3","A",26,11,9,5,7,3
"363",2015-09-26,"Hamburg","Schalke 04","0","1","A",13,10,4,5,4,4
"364",2015-09-26,"Mainz","Bayern Munich","0","3","A",6,17,1,9,3,4
"365",2015-09-26,"Stuttgart","M'gladbach","1","3","A",22,9,6,5,12,3
"366",2015-09-26,"Werder Bremen","Leverkusen","0","3","A",9,17,0,7,2,6
"367",2015-09-26,"Wolfsburg","Hannover","1","1","D",22,8,9,3,9,0
"368",2015-09-27,"Dortmund","Darmstadt","2","2","D",16,4,4,3,8,0
"369",2015-09-27,"Ein Frankfurt","Hertha","1","1","D",11,14,2,6,7,3
"370",2015-10-02,"Darmstadt","Mainz","2","3","A",14,14,4,7,2,6
"371",2015-10-03,"Hannover","Werder Bremen","1","0","H",12,19,5,6,7,6
"372",2015-10-03,"Hertha","Hamburg","3","0","H",13,8,6,2,4,5
"373",2015-10-03,"Hoffenheim","Stuttgart","2","2","D",11,18,4,7,6,5
"374",2015-10-03,"Ingolstadt","Ein Frankfurt","2","0","H",14,12,4,2,4,3
"375",2015-10-03,"M'gladbach","Wolfsburg","2","0","H",10,10,3,3,3,1
"376",2015-10-04,"Bayern Munich","Dortmund","5","1","H",14,10,9,4,4,4
"377",2015-10-04,"Leverkusen","Augsburg","1","1","D",22,3,8,0,9,1
"378",2015-10-04,"Schalke 04","FC Koln","0","3","A",17,12,7,4,3,2
"379",2015-10-16,"Mainz","Dortmund","0","2","A",11,16,5,6,8,4
"380",2015-10-17,"Augsburg","Darmstadt","0","2","A",20,12,3,5,2,4
"381",2015-10-17,"Ein Frankfurt","M'gladbach","1","5","A",7,16,2,6,1,1
"382",2015-10-17,"Hamburg","Leverkusen","0","0","D",8,10,3,3,3,5
"383",2015-10-17,"Schalke 04","Hertha","2","1","H",19,9,9,5,7,6
"384",2015-10-17,"Werder Bremen","Bayern Munich","0","1","A",8,13,2,4,2,3
"385",2015-10-17,"Wolfsburg","Hoffenheim","4","2","H",16,7,9,3,5,4
"386",2015-10-18,"FC Koln","Hannover","0","1","A",16,8,5,4,12,3
"387",2015-10-18,"Stuttgart","Ingolstadt","1","0","H",12,11,4,6,6,5
"388",2015-10-23,"Hoffenheim","Hamburg","0","1","A",12,20,3,5,1,5
"389",2015-10-24,"Bayern Munich","FC Koln","4","0","H",26,4,14,2,10,0
"390",2015-10-24,"Darmstadt","Wolfsburg","0","1","A",9,19,3,6,5,3
"391",2015-10-24,"Hannover","Ein Frankfurt","1","2","A",10,5,4,4,3,2
"392",2015-10-24,"Ingolstadt","Hertha","0","1","A",18,5,3,1,8,2
"393",2015-10-24,"Leverkusen","Stuttgart","4","3","H",19,12,6,6,5,3
"394",2015-10-24,"Mainz","Werder Bremen","1","3","A",16,14,5,8,4,4
"395",2015-10-25,"Dortmund","Augsburg","5","1","H",19,4,9,3,6,4
"396",2015-10-25,"M'gladbach","Schalke 04","3","1","H",16,13,10,5,3,6
"397",2015-10-30,"Ein Frankfurt","Bayern Munich","0","0","D",8,10,2,2,5,5
"398",2015-10-31,"Augsburg","Mainz","3","3","D",25,10,10,6,11,4
"399",2015-10-31,"FC Koln","Hoffenheim","0","0","D",13,10,4,4,5,5
"400",2015-10-31,"Hertha","M'gladbach","1","4","A",14,11,6,7,5,4
"401",2015-10-31,"Schalke 04","Ingolstadt","1","1","D",18,7,3,2,3,3
"402",2015-10-31,"Werder Bremen","Dortmund","1","3","A",8,11,2,6,1,9
"403",2015-10-31,"Wolfsburg","Leverkusen","2","1","H",13,15,5,6,5,5
"404",2015-11-01,"Hamburg","Hannover","1","2","A",17,5,4,2,5,3
"405",2015-11-01,"Stuttgart","Darmstadt","2","0","H",18,17,3,5,7,5
"406",2015-11-06,"Hannover","Hertha","1","3","A",7,12,2,4,2,2
"407",2015-11-07,"Bayern Munich","Stuttgart","4","0","H",33,5,14,2,7,3
"408",2015-11-07,"Darmstadt","Hamburg","1","1","D",15,8,3,3,3,2
"409",2015-11-07,"Hoffenheim","Ein Frankfurt","0","0","D",8,17,2,9,1,3
"410",2015-11-07,"Leverkusen","FC Koln","1","2","A",12,17,4,8,6,9
"411",2015-11-07,"Mainz","Wolfsburg","2","0","H",12,8,5,0,4,3
"412",2015-11-07,"M'gladbach","Ingolstadt","0","0","D",11,14,5,2,4,3
"413",2015-11-08,"Augsburg","Werder Bremen","1","2","A",18,15,6,4,7,4
"414",2015-11-08,"Dortmund","Schalke 04","3","2","H",14,9,7,3,5,3
"415",2015-11-20,"Hamburg","Dortmund","3","1","H",7,21,2,7,2,7
"416",2015-11-21,"Ein Frankfurt","Leverkusen","1","3","A",9,17,1,11,3,8
"417",2015-11-21,"FC Koln","Mainz","0","0","D",14,7,3,1,6,1
"418",2015-11-21,"M'gladbach","Hannover","2","1","H",21,14,9,8,12,4
"419",2015-11-21,"Schalke 04","Bayern Munich","1","3","A",5,24,1,8,4,6
"420",2015-11-21,"Stuttgart","Augsburg","0","4","A",18,13,5,6,6,4
"421",2015-11-21,"Wolfsburg","Werder Bremen","6","0","H",21,9,12,2,7,3
"422",2015-11-22,"Hertha","Hoffenheim","1","0","H",1,7,0,0,2,3
"423",2015-11-22,"Ingolstadt","Darmstadt","3","1","H",16,8,6,2,5,5
"424",2015-11-27,"Darmstadt","FC Koln","0","0","D",9,12,1,2,4,7
"425",2015-11-28,"Bayern Munich","Hertha","2","0","H",24,4,9,1,9,1
"426",2015-11-28,"Hannover","Ingolstadt","4","0","H",8,11,4,5,3,4
"427",2015-11-28,"Hoffenheim","M'gladbach","3","3","D",18,16,6,8,8,6
"428",2015-11-28,"Mainz","Ein Frankfurt","2","1","H",14,15,8,5,3,7
"429",2015-11-28,"Werder Bremen","Hamburg","1","3","A",14,13,3,6,6,3
"430",2015-11-29,"Augsburg","Wolfsburg","0","0","D",13,17,4,3,4,7
"431",2015-11-29,"Dortmund","Stuttgart","4","1","H",14,8,9,3,5,4
"432",2015-11-29,"Leverkusen","Schalke 04","1","1","D",18,8,6,3,9,5
"433",2015-12-04,"Schalke 04","Hannover","3","1","H",26,7,8,1,6,4
"434",2015-12-05,"FC Koln","Augsburg","0","1","A",22,22,8,8,7,6
"435",2015-12-05,"Hamburg","Mainz","1","3","A",20,11,7,6,2,3
"436",2015-12-05,"Hertha","Leverkusen","2","1","H",10,8,4,2,8,2
"437",2015-12-05,"Ingolstadt","Hoffenheim","1","1","D",9,7,2,2,2,1
"438",2015-12-05,"M'gladbach","Bayern Munich","3","1","H",13,22,6,6,3,9
"439",2015-12-05,"Wolfsburg","Dortmund","1","2","A",22,14,8,6,9,5
"440",2015-12-06,"Ein Frankfurt","Darmstadt","0","1","A",15,19,3,4,10,7
"441",2015-12-06,"Stuttgart","Werder Bremen","1","1","D",12,7,4,2,4,5
"442",2015-12-11,"Mainz","Stuttgart","0","0","D",6,11,4,2,5,2
"443",2015-12-12,"Bayern Munich","Ingolstadt","2","0","H",14,9,8,4,4,4
"444",2015-12-12,"Darmstadt","Hertha","0","4","A",10,9,3,5,4,3
"445",2015-12-12,"Hoffenheim","Hannover","1","0","H",14,19,5,2,3,10
"446",2015-12-12,"Leverkusen","M'gladbach","5","0","H",14,6,6,2,4,2
"447",2015-12-12,"Werder Bremen","FC Koln","1","1","D",10,12,6,3,6,4
"448",2015-12-12,"Wolfsburg","Hamburg","1","1","D",19,5,9,4,10,4
"449",2015-12-13,"Augsburg","Schalke 04","2","1","H",22,15,6,5,6,5
"450",2015-12-13,"Dortmund","Ein Frankfurt","4","1","H",24,3,11,2,14,1
"451",2015-12-18,"Schalke 04","Hoffenheim","1","0","H",16,18,3,1,3,1
"452",2015-12-19,"Ein Frankfurt","Werder Bremen","2","1","H",16,11,6,4,6,3
"453",2015-12-19,"FC Koln","Dortmund","2","1","H",14,14,6,3,6,6
"454",2015-12-19,"Hamburg","Augsburg","0","1","A",14,17,2,7,4,6
"455",2015-12-19,"Hannover","Bayern Munich","0","1","A",6,20,1,11,5,5
"456",2015-12-19,"Ingolstadt","Leverkusen","0","1","A",11,9,3,2,6,3
"457",2015-12-19,"Stuttgart","Wolfsburg","3","1","H",9,17,6,7,1,3
"458",2015-12-20,"Hertha","Mainz","2","0","H",7,5,5,0,6,2
"459",2015-12-20,"M'gladbach","Darmstadt","3","2","H",13,15,5,6,1,5
"460",2016-01-22,"Hamburg","Bayern Munich","1","2","A",7,20,1,5,2,7
"461",2016-01-23,"FC Koln","Stuttgart","1","3","A",15,16,4,8,8,5
"462",2016-01-23,"Hannover","Darmstadt","1","2","A",13,13,5,5,6,4
"463",2016-01-23,"Hertha","Augsburg","0","0","D",12,11,2,5,6,2
"464",2016-01-23,"Hoffenheim","Leverkusen","1","1","D",5,17,3,8,2,9
"465",2016-01-23,"Ingolstadt","Mainz","1","0","H",9,7,4,4,3,1
"466",2016-01-23,"M'gladbach","Dortmund","1","3","A",10,12,3,4,3,1
"467",2016-01-24,"Ein Frankfurt","Wolfsburg","3","2","H",12,18,6,11,3,3
"468",2016-01-24,"Schalke 04","Werder Bremen","1","3","A",20,17,4,6,13,1
"469",2016-01-29,"Mainz","M'gladbach","1","0","H",13,12,2,7,8,4
"470",2016-01-30,"Augsburg","Ein Frankfurt","0","0","D",7,13,2,6,4,2
"471",2016-01-30,"Darmstadt","Schalke 04","0","2","A",6,11,2,7,2,9
"472",2016-01-30,"Dortmund","Ingolstadt","2","0","H",11,5,6,3,4,1
"473",2016-01-30,"Leverkusen","Hannover","3","0","H",14,7,6,2,6,6
"474",2016-01-30,"Stuttgart","Hamburg","2","1","H",24,13,11,5,10,4
"475",2016-01-30,"Werder Bremen","Hertha","3","3","D",16,12,6,4,6,6
"476",2016-01-31,"Bayern Munich","Hoffenheim","2","0","H",29,5,9,2,10,2
"477",2016-01-31,"Wolfsburg","FC Koln","1","1","D",17,11,4,4,5,5
"478",2016-02-05,"M'gladbach","Werder Bremen","5","1","H",17,15,9,4,2,7
"479",2016-02-06,"Ein Frankfurt","Stuttgart","2","4","A",17,16,7,9,2,7
"480",2016-02-06,"Hannover","Mainz","0","1","A",9,14,2,2,3,4
"481",2016-02-06,"Hertha","Dortmund","0","0","D",10,9,4,2,3,3
"482",2016-02-06,"Ingolstadt","Augsburg","2","1","H",24,7,4,2,8,3
"483",2016-02-06,"Leverkusen","Bayern Munich","0","0","D",6,9,2,1,6,8
"484",2016-02-06,"Schalke 04","Wolfsburg","3","0","H",15,14,3,2,6,6
"485",2016-02-07,"Hamburg","FC Koln","1","1","D",5,20,4,6,4,10
"486",2016-02-07,"Hoffenheim","Darmstadt","0","2","A",12,11,1,5,8,7
"487",2016-02-12,"Mainz","Schalke 04","2","1","H",11,14,4,3,5,7
"488",2016-02-13,"Darmstadt","Leverkusen","1","2","A",12,14,6,3,3,6
"489",2016-02-13,"Dortmund","Hannover","1","0","H",14,4,7,1,10,3
"490",2016-02-13,"FC Koln","Ein Frankfurt","3","1","H",11,14,7,4,4,8
"491",2016-02-13,"Stuttgart","Hertha","2","0","H",15,7,6,3,10,1
"492",2016-02-13,"Werder Bremen","Hoffenheim","1","1","D",17,11,10,4,6,2
"493",2016-02-13,"Wolfsburg","Ingolstadt","2","0","H",8,11,5,2,6,7
"494",2016-02-14,"Augsburg","Bayern Munich","1","3","A",7,24,2,10,2,5
"495",2016-02-14,"Hamburg","M'gladbach","3","2","H",17,10,9,4,3,6
"496",2016-02-19,"Ein Frankfurt","Hamburg","0","0","D",8,10,2,1,3,3
"497",2016-02-20,"Bayern Munich","Darmstadt","3","1","H",36,6,13,5,18,0
"498",2016-02-20,"Hertha","Wolfsburg","1","1","D",9,13,5,6,3,5
"499",2016-02-20,"Hoffenheim","Mainz","3","2","H",13,13,4,6,6,2
"500",2016-02-20,"Ingolstadt","Werder Bremen","2","0","H",9,12,4,2,0,4
"501",2016-02-20,"M'gladbach","FC Koln","1","0","H",16,12,5,6,4,4
"502",2016-02-21,"Hannover","Augsburg","0","1","A",16,11,6,6,5,2
"503",2016-02-21,"Leverkusen","Dortmund","0","1","A",9,7,2,2,8,1
"504",2016-02-21,"Schalke 04","Stuttgart","1","1","D",15,19,5,8,4,13
"505",2016-02-26,"FC Koln","Hertha","0","1","A",15,10,3,3,2,8
"506",2016-02-27,"Hamburg","Ingolstadt","1","1","D",7,12,2,3,2,5
"507",2016-02-27,"Stuttgart","Hannover","1","2","A",22,12,10,8,17,1
"508",2016-02-27,"Werder Bremen","Darmstadt","2","2","D",16,8,7,3,4,2
"509",2016-02-27,"Wolfsburg","Bayern Munich","0","2","A",12,14,8,4,1,7
"510",2016-02-28,"Augsburg","M'gladbach","2","2","D",24,10,4,7,2,5
"511",2016-02-28,"Dortmund","Hoffenheim","3","1","H",26,9,9,4,11,7
"512",2016-02-28,"Ein Frankfurt","Schalke 04","0","0","D",11,7,5,2,5,3
"513",2016-02-28,"Mainz","Leverkusen","3","1","H",14,12,7,4,1,12
"514",2016-03-01,"Hannover","Wolfsburg","0","4","A",6,23,2,11,1,7
"515",2016-03-01,"Ingolstadt","FC Koln","1","1","D",14,8,3,3,7,2
"516",2016-03-02,"Bayern Munich","Mainz","1","2","A",16,5,6,3,11,0
"517",2016-03-02,"Darmstadt","Dortmund","0","2","A",5,13,1,7,2,4
"518",2016-03-02,"Hertha","Ein Frankfurt","2","0","H",11,11,6,3,2,3
"519",2016-03-02,"Hoffenheim","Augsburg","2","1","H",14,14,7,3,7,6
"520",2016-03-02,"Leverkusen","Werder Bremen","1","4","A",16,11,6,4,9,6
"521",2016-03-02,"M'gladbach","Stuttgart","4","0","H",14,9,6,3,2,4
"522",2016-03-02,"Schalke 04","Hamburg","3","2","H",26,8,9,4,8,6
"523",2016-03-05,"Augsburg","Leverkusen","3","3","D",10,20,5,5,0,5
"524",2016-03-05,"Dortmund","Bayern Munich","0","0","D",11,17,3,4,2,6
"525",2016-03-05,"Ein Frankfurt","Ingolstadt","1","1","D",21,12,3,6,8,2
"526",2016-03-05,"FC Koln","Schalke 04","1","3","A",17,18,9,4,7,5
"527",2016-03-05,"Stuttgart","Hoffenheim","5","1","H",21,13,11,4,11,1
"528",2016-03-05,"Werder Bremen","Hannover","4","1","H",14,15,5,5,4,4
"529",2016-03-05,"Wolfsburg","M'gladbach","2","1","H",11,14,3,5,1,3
"530",2016-03-06,"Hamburg","Hertha","2","0","H",14,3,5,1,3,2
"531",2016-03-06,"Mainz","Darmstadt","0","0","D",11,15,4,3,3,1
"532",2016-03-11,"Hertha","Schalke 04","2","0","H",16,15,5,4,5,5
"533",2016-03-12,"Bayern Munich","Werder Bremen","5","0","H",20,2,13,1,11,4
"534",2016-03-12,"Darmstadt","Augsburg","2","2","D",11,16,6,5,3,8
"535",2016-03-12,"Hannover","FC Koln","0","2","A",17,12,2,5,9,1
"536",2016-03-12,"Hoffenheim","Wolfsburg","1","0","H",11,15,2,9,3,5
"537",2016-03-12,"Ingolstadt","Stuttgart","3","3","D",22,16,8,6,3,7
"538",2016-03-12,"M'gladbach","Ein Frankfurt","3","0","H",16,4,8,0,1,1
"539",2016-03-13,"Dortmund","Mainz","2","0","H",22,4,10,0,8,2
"540",2016-03-13,"Leverkusen","Hamburg","1","0","H",14,10,4,5,5,7
"541",2016-03-18,"Schalke 04","M'gladbach","2","1","H",6,22,3,8,2,5
"542",2016-03-19,"Ein Frankfurt","Hannover","1","0","H",11,8,5,3,13,3
"543",2016-03-19,"FC Koln","Bayern Munich","0","1","A",6,6,2,3,0,5
"544",2016-03-19,"Hamburg","Hoffenheim","1","3","A",24,14,11,9,10,3
"545",2016-03-19,"Hertha","Ingolstadt","2","1","H",7,9,2,2,3,6
"546",2016-03-19,"Werder Bremen","Mainz","1","1","D",11,10,3,2,1,5
"547",2016-03-19,"Wolfsburg","Darmstadt","1","1","D",20,11,5,1,8,1
"548",2016-03-20,"Augsburg","Dortmund","1","3","A",7,13,4,5,2,3
"549",2016-03-20,"Stuttgart","Leverkusen","0","2","A",14,15,5,9,2,9
"550",2016-04-01,"Leverkusen","Wolfsburg","3","0","H",12,10,5,5,6,2
"551",2016-04-02,"Bayern Munich","Ein Frankfurt","1","0","H",21,4,10,0,5,1
"552",2016-04-02,"Darmstadt","Stuttgart","2","2","D",15,9,6,3,6,3
"553",2016-04-02,"Dortmund","Werder Bremen","3","2","H",23,9,8,3,11,2
"554",2016-04-02,"Hannover","Hamburg","0","3","A",16,9,8,4,5,4
"555",2016-04-02,"Ingolstadt","Schalke 04","3","0","H",12,9,4,2,5,6
"556",2016-04-02,"Mainz","Augsburg","4","2","H",19,14,7,5,4,3
"557",2016-04-03,"Hoffenheim","FC Koln","1","1","D",15,9,5,1,4,8
"558",2016-04-03,"M'gladbach","Hertha","5","0","H",17,7,8,2,7,6
"559",2016-04-08,"Hertha","Hannover","2","2","D",13,11,8,3,7,4
"560",2016-04-09,"Ein Frankfurt","Hoffenheim","0","2","A",12,8,3,6,8,4
"561",2016-04-09,"Hamburg","Darmstadt","1","2","A",9,9,3,4,5,1
"562",2016-04-09,"Ingolstadt","M'gladbach","1","0","H",15,7,4,3,5,3
"563",2016-04-09,"Stuttgart","Bayern Munich","1","3","A",9,13,2,6,7,4
"564",2016-04-09,"Werder Bremen","Augsburg","1","2","A",17,4,4,3,10,0
"565",2016-04-09,"Wolfsburg","Mainz","1","1","D",16,17,3,9,7,12
"566",2016-04-10,"FC Koln","Leverkusen","0","2","A",18,12,9,6,8,8
"567",2016-04-10,"Schalke 04","Dortmund","2","2","D",10,16,2,5,1,9
"568",2016-04-15,"Hannover","M'gladbach","2","0","H",12,8,8,2,5,3
"569",2016-04-16,"Augsburg","Stuttgart","1","0","H",13,10,6,4,4,8
"570",2016-04-16,"Bayern Munich","Schalke 04","3","0","H",14,7,7,4,6,2
"571",2016-04-16,"Darmstadt","Ingolstadt","2","0","H",6,8,3,3,2,4
"572",2016-04-16,"Hoffenheim","Hertha","2","1","H",17,10,7,2,3,5
"573",2016-04-16,"Leverkusen","Ein Frankfurt","3","0","H",12,9,6,6,3,2
"574",2016-04-16,"Werder Bremen","Wolfsburg","3","2","H",21,8,9,3,7,1
"575",2016-04-17,"Dortmund","Hamburg","3","0","H",14,5,5,1,10,0
"576",2016-04-17,"Mainz","FC Koln","2","3","A",18,12,7,4,6,7
"577",2016-04-22,"Hamburg","Werder Bremen","2","1","H",12,21,7,10,5,4
"578",2016-04-23,"FC Koln","Darmstadt","4","1","H",15,15,9,2,3,6
"579",2016-04-23,"Hertha","Bayern Munich","0","2","A",9,6,0,6,1,3
"580",2016-04-23,"Ingolstadt","Hannover","2","2","D",8,14,3,4,2,7
"581",2016-04-23,"Schalke 04","Leverkusen","2","3","A",20,16,8,6,6,4
"582",2016-04-23,"Stuttgart","Dortmund","0","3","A",8,16,1,9,3,4
"583",2016-04-23,"Wolfsburg","Augsburg","0","2","A",19,8,7,4,6,1
"584",2016-04-24,"Ein Frankfurt","Mainz","2","1","H",8,7,4,4,5,2
"585",2016-04-24,"M'gladbach","Hoffenheim","3","1","H",24,14,11,8,12,3
"586",2016-04-29,"Augsburg","FC Koln","0","0","D",13,8,1,1,5,5
"587",2016-04-30,"Bayern Munich","M'gladbach","1","1","D",9,8,4,2,7,5
"588",2016-04-30,"Darmstadt","Ein Frankfurt","1","2","A",11,12,6,4,4,8
"589",2016-04-30,"Dortmund","Wolfsburg","5","1","H",20,6,10,4,7,6
"590",2016-04-30,"Hannover","Schalke 04","1","3","A",21,10,2,7,9,3
"591",2016-04-30,"Hoffenheim","Ingolstadt","2","1","H",10,16,6,8,2,7
"592",2016-04-30,"Leverkusen","Hertha","2","1","H",18,9,8,3,6,4
"593",2016-04-30,"Mainz","Hamburg","0","0","D",12,7,4,4,6,4
"594",2016-05-02,"Werder Bremen","Stuttgart","6","2","H",16,13,9,4,3,5
"595",2016-05-07,"Ein Frankfurt","Dortmund","1","0","H",6,13,4,2,3,5
"596",2016-05-07,"FC Koln","Werder Bremen","0","0","D",9,13,4,1,8,7
"597",2016-05-07,"Hamburg","Wolfsburg","0","1","A",5,11,0,6,5,4
"598",2016-05-07,"Hannover","Hoffenheim","1","0","H",15,15,4,4,3,5
"599",2016-05-07,"Hertha","Darmstadt","1","2","A",17,7,4,3,10,1
"600",2016-05-07,"Ingolstadt","Bayern Munich","1","2","A",16,12,4,6,4,3
"601",2016-05-07,"M'gladbach","Leverkusen","2","1","H",14,17,6,8,6,3
"602",2016-05-07,"Schalke 04","Augsburg","1","1","D",20,5,5,2,9,2
"603",2016-05-07,"Stuttgart","Mainz","1","3","A",8,19,3,11,6,9
"604",2016-05-14,"Augsburg","Hamburg","1","3","A",12,13,7,6,2,4
"605",2016-05-14,"Bayern Munich","Hannover","3","1","H",20,20,11,5,11,5
"606",2016-05-14,"Darmstadt","M'gladbach","0","2","A",9,21,0,3,3,6
"607",2016-05-14,"Dortmund","FC Koln","2","2","D",13,6,5,5,2,1
"608",2016-05-14,"Hoffenheim","Schalke 04","1","4","A",14,12,4,8,7,2
"609",2016-05-14,"Leverkusen","Ingolstadt","3","2","H",10,21,6,5,2,4
"610",2016-05-14,"Mainz","Hertha","0","0","D",7,11,3,5,2,2
"611",2016-05-14,"Werder Bremen","Ein Frankfurt","1","0","H",14,4,3,2,6,4
"612",2016-05-14,"Wolfsburg","Stuttgart","3","1","H",17,13,7,6,7,9
"613",2016-08-26,"Bayern Munich","Werder Bremen","6","0","H",27,4,14,2,8,1
"614",2016-08-27,"Augsburg","Wolfsburg","0","2","A",13,12,2,6,2,3
"615",2016-08-27,"Dortmund","Mainz","2","1","H",17,12,8,4,7,2
"616",2016-08-27,"Ein Frankfurt","Schalke 04","1","0","H",11,11,4,3,7,5
"617",2016-08-27,"FC Koln","Darmstadt","2","0","H",21,12,8,3,6,5
"618",2016-08-27,"Hamburg","Ingolstadt","1","1","D",8,13,1,5,4,5
"619",2016-08-27,"M'gladbach","Leverkusen","2","1","H",14,12,9,6,7,3
"620",2016-08-28,"Hertha","Freiburg","2","1","H",15,8,5,2,5,2
"621",2016-08-28,"Hoffenheim","RB Leipzig","2","2","D",11,23,5,9,2,9
"622",2016-09-09,"Schalke 04","Bayern Munich","0","2","A",9,18,2,2,2,7
"623",2016-09-10,"Darmstadt","Ein Frankfurt","1","0","H",8,14,1,3,1,4
"624",2016-09-10,"Freiburg","M'gladbach","3","1","H",17,5,7,2,3,4
"625",2016-09-10,"Ingolstadt","Hertha","0","2","A",12,7,5,6,6,1
"626",2016-09-10,"Leverkusen","Hamburg","3","1","H",15,6,5,2,4,1
"627",2016-09-10,"RB Leipzig","Dortmund","1","0","H",10,8,4,1,5,7
"628",2016-09-10,"Wolfsburg","FC Koln","0","0","D",18,16,4,9,8,4
"629",2016-09-11,"Mainz","Hoffenheim","4","4","D",12,20,6,5,8,5
"630",2016-09-11,"Werder Bremen","Augsburg","1","2","A",10,18,1,5,0,4
"631",2016-09-16,"FC Koln","Freiburg","3","0","H",9,17,3,8,4,6
"632",2016-09-17,"Bayern Munich","Ingolstadt","3","1","H",10,13,5,5,5,5
"633",2016-09-17,"Dortmund","Darmstadt","6","0","H",22,5,14,1,12,2
"634",2016-09-17,"Ein Frankfurt","Leverkusen","2","1","H",17,7,8,3,1,3
"635",2016-09-17,"Hamburg","RB Leipzig","0","4","A",14,12,2,6,8,3
"636",2016-09-17,"Hoffenheim","Wolfsburg","0","0","D",20,20,5,9,3,11
"637",2016-09-17,"M'gladbach","Werder Bremen","4","1","H",15,9,7,5,10,4
"638",2016-09-18,"Augsburg","Mainz","1","3","A",12,11,5,6,2,7
"639",2016-09-18,"Hertha","Schalke 04","2","0","H",8,11,2,4,4,6
"640",2016-09-20,"Darmstadt","Hoffenheim","1","1","D",12,15,3,4,2,6
"641",2016-09-20,"Freiburg","Hamburg","1","0","H",19,7,4,0,7,0
"642",2016-09-20,"Ingolstadt","Ein Frankfurt","0","2","A",13,9,3,5,6,4
"643",2016-09-20,"Wolfsburg","Dortmund","1","5","A",15,10,9,9,2,3
"644",2016-09-21,"Bayern Munich","Hertha","3","0","H",16,2,7,2,6,2
